,Name,Province,Service,Address,Location
1647,Mng Kargo - Elazığ Merkez Şubesi,Elazığ,MNG Kargo,"Ataşehir Mah. Malatya Cad. N:469/0, Ataşehir, 23300 Elâzığ Merkez/Elazığ, Türkiye","38.623731600000006, 39.106105"
1648,MNG Kargo,Elazığ,MNG Kargo,"Salı Baba, Yaşar Doğu Cd. No:4B, 23300 Elâzığ Merkez/Elazığ, Türkiye","38.67383710000001, 39.2510142"
1649,MNG Kargo - Çaydaçıra Şubesi,Elazığ,MNG Kargo,"Çaydaçıra, Adnan Kahveci Blv No:26, 23050 Elâzığ Merkez/Elazığ, Türkiye","38.686690899999995, 39.16535"
1650,MNG Kargo,Erzincan,MNG Kargo,"Atatürk, Zübeyde Hanım Cd. 39/A B-C, 24100 Erzincan Merkez/Erzincan, Türkiye","39.7492215, 39.5002456"
1651,Mng Kargo - Halitpaşa Şubesi,Erzincan,MNG Kargo,"Halitpaşa, 1250. Sk. No:4C, 24050 Erzincan Merkez/Erzincan, Türkiye","39.7464484, 39.4824966"
1652,Mng Kargo - Yoncalık Şubesi,Erzurum,MNG Kargo,"Muratpaşa, Haşıl, Yenikapı Cd. No:24A, 25100 Yakutiye/Erzurum, Türkiye","39.9040476, 41.2729432"
1653,Mng Kargo - Erzurum Merkez Şubesi,Erzurum,MNG Kargo,"OSB Mh, 1. Sk No:1-3, 25700 Aziziye/Erzurum, Türkiye","39.9344563, 41.153478400000004"
1654,MNG Kargo,Erzurum,MNG Kargo,"Lalapaşa, Millet Bahçe Cd. No:2K, 25100 Yakutiye/Erzurum, Türkiye","39.9099285, 41.2683211"
1655,Mng Kargo - Gürcükapı Şubesi,Erzurum,MNG Kargo,"Lalapaşa, Samih Kobal Cd No:14B, 25100 Yakutiye/Erzurum, Türkiye","39.911860999999995, 41.2709498"
1656,Mng Kargo - Olimpiyat Şubesi,Erzurum,MNG Kargo,"Müftü Solakzade, 13. Çarşı Sk No:4, 25070 Palandöken/Erzurum, Türkiye","39.886891299999995, 41.2624752"
1657,MNG Kargo,Erzurum,MNG Kargo,"Kurtuluş, 15. Sk. No:15, 25200 Merkez/Erzurum, Türkiye","39.928241, 41.288945999999996"
1658,Mng Kargo - Nenehatun Şubesi,Erzurum,MNG Kargo,"Şükrüpaşa, Tortum Yolu No:117, 25200 Yakutiye/Erzurum, Türkiye","39.9311952, 41.2826028"
1659,Mng Kargo - Erzurum Bölge Müdürlüğü,Erzurum,MNG Kargo,"OSB Mh, 1. Sk No:1-3, 25700 Aziziye/Erzurum, Türkiye","39.9343163, 41.152906699999996"
1660,MNG Kayakyolu,Erzurum,MNG Kargo,"Osman Bektaş, Ulaş Cd. No:45, 25080 Palandöken/Erzurum, Türkiye","39.8839827, 41.2769536"
1661,Mng Kargo - Dadaşkent Şubesi,Erzurum,MNG Kargo,"Selçuklu, Profesör Doktor Necmettin Erbakan Blv No:149B, 25700 Aziziye/Erzurum, Türkiye","39.9090868, 41.1952872"
1662,MNG Kargo - Kayakyolu Şubesi,Erzurum,MNG Kargo,"Yunusemre, Ulaş Cd. No:4/1, 25080 Palandöken/Erzurum, Türkiye","39.883236, 41.275358999999995"
1663,Mng Kargo - Erzurum Transfer Merkezi,Erzurum,MNG Kargo,"OSB Mh, 1. Sk No:3/5, 25700 Aziziye/Erzurum, Türkiye","39.9347481, 41.152652800000006"
1664,MNG Kargo,Eskişehir,MNG Kargo,"Sultandere 75. Yıl, Sarıkamış Sk. No:10, 26250 Odunpazarı/Eskişehir, Türkiye","39.742507499999995, 30.609118599999995"
1665,Mng Kargo - Yunusemre Şubesi,Eskişehir,MNG Kargo,"Şarhöyük, Yücel Sk. No:18, 26230 Tepebaşı/Eskişehir, Türkiye","39.788659599999995, 30.5366124"
1666,Mng Kargo - Gençlik Bulvarı Şubesi,Eskişehir,MNG Kargo,"Batıkent, Liman Cd. No:50, 26180 Tepebaşı/Eskişehir, Türkiye","39.7871416, 30.468095299999998"
1667,Mng Kargo - Porsuk Şubesi,Eskişehir,MNG Kargo,"Kurtuluş, Ziya Paşa Cd. No:31B, 26090 Odunpazarı/Eskişehir, Türkiye","39.7711344, 30.528700899999997"
1668,MNG Kargo,Eskişehir,MNG Kargo,"İstiklal, Şirinyer Sk. No:3A, 26010 Odunpazarı/Eskişehir, Türkiye","39.773821, 30.514078299999998"
1669,MNG MİNİ HUB ESKİŞEHİR,Eskişehir,MNG Kargo,"Sultandere 75. Yıl, Sandıklı Sk., 26250 Odunpazarı/Eskişehir, Türkiye","39.7428986, 30.608948899999998"
1670,Mng Kargo - Teksan Şubesi,Eskişehir,MNG Kargo,"Sultandere 75. Yıl, 11254. Sok No:38, 26250 Odunpazarı/Eskişehir, Türkiye","39.7274562, 30.6263286"
1671,Mng Kargo - Dorlion Şubesi,Eskişehir,MNG Kargo,"Osmangazi, Basın Şehitleri Cd. No:309, 26140 Odunpazarı/Eskişehir, Türkiye","39.7720549, 30.4894763"
1672,Mng Kargo - Karataş Şubesi,Gaziantep,MNG Kargo,"Karataş, 103375 Nolu Sk A+B+C BLOK No:5/M, 27470 Şahinbey/Gaziantep, Türkiye","37.015527899999995, 37.346336199999996"
1673,Mng Kargo - Binevler Şubesi,Gaziantep,MNG Kargo,"Konak, Üniversite Blv. No:129A, 27070 Şahinbey/Gaziantep, Türkiye","37.056431499999995, 37.3424233"
1674,MNG Kargo,Gaziantep,MNG Kargo,"Alaybey, İnönü Cd. No:217 Z04, 27010 Şahinbey/Gaziantep, Türkiye","37.058340699999995, 37.3861359"
1675,Mng Kargo - İbrahimli Şubesi,Gaziantep,MNG Kargo,"Batıkent, Muhsin Yazıcıoğlu Cd. No:8A, 27560 Şehitkamil/Gaziantep, Türkiye","37.0691513, 37.3363143"
1676,Mng Kargo - Merveşehir Şubesi,Gaziantep,MNG Kargo,"Karacaahmet, 38020 Cad No:50 / 1, 27590 Şehitkamil/Gaziantep, Türkiye","37.09778670000001, 37.386671199999995"
1677,Mng Kargo - Karagöz Şubesi,Gaziantep,MNG Kargo,"Karagöz, Karanfil Sk. No:9A, 27400 Şahinbey/Gaziantep, Türkiye","37.0639172, 37.3827128"
1678,MNG Kargo,Gaziantep,MNG Kargo,"Değirmiçem, Dr. Kemal Ahi Cd. No:3, 27090 Şehitkamil/Gaziantep, Türkiye","37.068925, 37.366914"
1679,Mng Kargo - Ayıntap Şubesi,Gaziantep,MNG Kargo,"Mücahitler Mh, Şehit Ertuğrul, Polat Sk. No:18D, 27090 Şehitkamil/Gaziantep, Türkiye","37.0800456, 37.3618131"
1680,Mng Kargo - Gaziantep Bölge Müdürlüğü,Gaziantep,MNG Kargo,"Başpınar OSB Mh. OSB 2. Bölge 83221, Sanayi, Nolu Cd No:7, 27600 Şehitkamil/Gaziantep, Türkiye","37.087806199999996, 37.4390046"
1681,MNG Kargo,Gaziantep,MNG Kargo,"Yeditepe, 85280 Nolu Cd No:17A, 27471 Şahinbey/Gaziantep, Türkiye","37.032007199999995, 37.332895"
1682,MNG Kargo,Gaziantep,MNG Kargo,"Sanayi, Küsget Oto Yedek Parçacılar Sitesi, 60083. Cd. No:49, 27110 Şehitkamil/Gaziantep, Türkiye","37.077613, 37.440632"
1683,Mng Kargo Zeugma Şube,Gaziantep,MNG Kargo,"Başpınar OSB, 25. Cd. No:9, 27600 Şehitkamil/Gaziantep, Türkiye","37.1669572, 37.325569"
1684,Mng Kargo - Akkent Şubesi,Gaziantep,MNG Kargo,"Geylani Mh, Yeşilvadi Yolu, 27470 Şahinbey/Gaziantep, Türkiye","37.02088690000001, 37.371016499999996"
1685,Mng Kargo - Belkız Şubesi,Gaziantep,MNG Kargo,"Aydınlar, 03063 Cd No:11B, 27580 Şehitkamil/Gaziantep, Türkiye","37.0948009, 37.4064455"
1686,MNG Kargo,Gaziantep,MNG Kargo,"Başpınar OSB Mh. OSB 2. Bölge, Başpınar OSB, Celal Doğan Blv. No:71A, 27600 Şehitkamil/Gaziantep, Türkiye","37.1690328, 37.3291237"
1687,Mng Kargo - Gaziantep Merkez Şubesi,Gaziantep,MNG Kargo,"Başpınar OSB Mh. OSB 2. Bölge, Başpınar OSB, 83221 Nolu Cd No:7, 27600 Şehitkamil/Gaziantep, Türkiye","37.1643458, 37.3052898"
1688,Mng Kargo - Mozaik Minihub Şubesi,Gaziantep,MNG Kargo,"Başpınar OSB Mh. OSB 2. Bölge, Başpınar OSB, 83221 Nolu Cd No:7, 27600 Şehitkamil/Gaziantep, Türkiye","37.1642332, 37.3053088"
1689,Mng Kargo - Başpınar Şubesi,Gaziantep,MNG Kargo,"2.Organize Sanayi Bölgesi Sosyal Tesisler B Blok No:11, Başpınar OSB, BAŞPINAR, 27500 ŞEHİTKAMİL/Şehitkamil/Gazi̇antep, Türkiye","37.160954, 37.29381"
1690,Mng Kargo - Gaziantep Transfer Merkezi,Gaziantep,MNG Kargo,"Başpınar OSB Mh. OSB 2. Bölge, Başpınar OSB, 83221 Nolu Cd No:7, 27600 Şehitkamil/Gaziantep, Türkiye","37.1644463, 37.3055032"
1691,MNG Kargo,Giresun,MNG Kargo,"Hacısiyam, Okumuşsoy Sk. No:3, 28200 Giresun Merkez/Giresun, Türkiye","40.9132837, 38.3826281"
1692,Mng Kargo - Gedikkaya Şubesi,Giresun,MNG Kargo,"Gedikkaya, Abdurrahman Erkan Sk No:7-9A, 28100 Giresun Merkez/Giresun, Türkiye","40.910130099999996, 38.419230899999995"
1693,Yurtiçi Kargo Giresun,Giresun,MNG Kargo,"Hacısiyam mah. Hurşit Ağa sok. No: 7/A, Hacısiyam, 28200 Giresun Merkez/Giresun, Türkiye","40.913790399999996, 38.3808522"
1694,Mng Kargo - Görele Şubesi,Giresun,MNG Kargo,"Kumyalı, Nazmi Özdemir Sk. No:6A, 28800 Görele/Giresun, Türkiye","41.0340962, 38.998998199999996"
1695,Mng Kargo - Bulancak Şubesi,Giresun,MNG Kargo,"Bulancak, Hacı Ömer Efendi Sk. No:13A, 28300 Bulancak/Giresun, Türkiye","40.9392943, 38.234417"
1696,MNG Kargo,Gümüşhane,MNG Kargo,"İnönü, İnönü Cd. No:28A, 29010 Gümüşhane Merkez/Gümüşhane, Türkiye","40.4557663, 39.4901269"
1697,Mng Kargo - Hakkari Şubesi,Hakkari,MNG Kargo,"Pehlivan, Cad No:50/B, 30100 Hakkâri Merkez/Hakkari, Türkiye","37.5739229, 43.7315296"
1698,MNG Kargo,Hakkari,MNG Kargo,"Bulak, Cumhuriyet Cd. No:12, 30000 Hakkâri Merkez/Hakkari, Türkiye","37.577161, 43.7364569"
1699,Mng Kargo - Defne Şubesi,Hatay,MNG Kargo,"Güneysöğüt, Güneysöğüt Sk No:5, 31160 Antakya/Hatay, Türkiye","36.1838043, 36.1188666"
1700,Mng Kargo - Asi Şubesi,Hatay,MNG Kargo,"Haraparası, Türkmen Sk No:15A, 31060 Antakya/Hatay, Türkiye","36.21022440000001, 36.1742519"
1701,Mng Kargo - Sahil Şubesi,Hatay,MNG Kargo,"Cumhuriyet, Şht. Onbaşı Enver Durmaz Cd. No:52, 31200 İskenderun/Hatay, Türkiye","36.5847524, 36.159076"
1702,Mng Kargo - Serinyol Şubesi,Hatay,MNG Kargo,"Zülüflühan, Kültür Sk. No:8B, 31060 Antakya/Hatay, Türkiye","36.334619599999996, 36.2008985"
1703,Mng Kargo - Dörtyol Şubesi,Hatay,MNG Kargo,"Sanayi, Botaş Sk. No:11B, 31600 Dörtyol/Hatay, Türkiye","36.8391032, 36.2265252"
1704,Mng Kargo - Kırıkhan Şubesi,Hatay,MNG Kargo,"Yeni, Kılıçoğlu Cd. No:10A, 31440 Kırıkhan/Hatay, Türkiye","36.4939914, 36.3586964"
1705,Mng Kargo - Samandağ Şubesi,Hatay,MNG Kargo,"Yeni, Sait Karaali Cd. No:38, 31800 Samandağ/Hatay, Türkiye","36.082312, 35.9775937"
1706,Mng Kargo - Odabaşı Şubesi,Hatay,MNG Kargo,"Odabaşı, Atatürk 10 Blv No:68, 31060 Antakya/Hatay, Türkiye","36.230593899999995, 36.166868699999995"
1707,Mng Kargo - 5 Temmuz Şubesi,Hatay,MNG Kargo,"Sakarya, 1855 Sok No: 4/A, 31300 İskenderun/Hatay, Türkiye","36.5750762, 36.1873606"
1708,Mng Kargo - Reyhanlı Şubesi,Hatay,MNG Kargo,"Yeni Mh. 103. Sk, Yeni, Yeni Sk. No:2C, 31500 Reyhanlı/Hatay, Türkiye","36.267087499999995, 36.567192299999995"
1709,Mng Kargo - Payas Şubesi,Hatay,MNG Kargo,"Karacami, Mevlüt Akkar Cd. No:1, 31900 Payas/Hatay, Türkiye","36.7561666, 36.2138315"
1710,Mng Kargo - Amanos Şubesi,Hatay,MNG Kargo,"Mustafa Kemal, 551. Sk. İpek Konuları C Blok No: 2/AB, 31230 İskenderun/Hatay, Türkiye","36.5662629, 36.1478232"
1711,MNG Kargo,Hatay,MNG Kargo,"Pınarbaşı, Atatürk Cad./105. Sok. 2/C, 31500 Reyhanlı/Hatay, Türkiye","36.267841, 36.573764"
1712,Mng Kargo Adana Transfer Merkezi,Hatay,MNG Kargo,"Kurtuluş, Atatürk Cd. No:102/L, 31550 Yayladağı/Hatay, Türkiye","35.905786299999995, 36.0685445"
1713,MNG Cargo,Hatay,MNG Kargo,"Ocaklı, 2 Nolu Sok. No:5, 31600 Dörtyol/Hatay, Türkiye","36.853798, 36.220566"
1714,MNG Kargo,Hatay,MNG Kargo,"Yıldırım Beyazıt, Şehit Yüzbaşı Ali Oğuz Bulv. 40/E, 31900 Dörtyol/Hatay, Türkiye","36.7560474, 36.2169296"
1715,Mng Kargo - Iğdır Şubesi,Iğdır,MNG Kargo,"Bağlar, 1.Sok No: 3/A, 76103 Iğdır Merkez/Iğdır, Türkiye","39.9237544, 44.0409757"
1716,Mng Kargo - Gül Şubesi,Isparta,MNG Kargo,"Modern Evler, 154. Cd. No:2B, 32200 Merkez/Isparta, Türkiye","37.776513699999995, 30.551835200000003"
1717,Mng Kargo - İsperlos Şubesi,Isparta,MNG Kargo,"Bahçelievler, Ertokuş Cd. No:33/1, 32005 Isparta Merkez/Isparta, Türkiye","37.780069, 30.539771000000002"
1718,MNG Kargo,Isparta,MNG Kargo,"Turan, Şht. Üsteğmen Kemal Karabaş Cd. No:8C, 32040 Merkez/Isparta, Türkiye","37.7607509, 30.552751299999994"
1719,Mng Kargo,Isparta,MNG Kargo,"Sanayi, 3206. Sk. No:37, 32200 Isparta Merkez/Isparta, Türkiye","37.7730502, 30.552355799999997"
1720,Mng Kargo Headquarters,İstanbul,MNG Kargo,"Ayazağa, Azerbaycan Cd. No:109B, 34485 Sarıyer/İstanbul, Türkiye","41.108837, 28.9875428"
1721,Mng Kargo - Suadiye Şubesi,İstanbul,MNG Kargo,"Bostancı, Gümüşçü Sk. No:15A, 34744 Kadıköy/İstanbul, Türkiye","40.9566236, 29.0953338"
1722,Mng Kargo - Mega Center Şubesi,İstanbul,MNG Kargo,"Kocatepe Mh. Gümrük İskelesi Cd. No:47, Kocatepe, 34045 Bayrampaşa/İstanbul, Türkiye","41.0496767, 28.8924569"
1723,MNG Kargo,İstanbul,MNG Kargo,"Merkez, Koca Mansur Sk. No:39A, 34384 Şişli/İstanbul, Türkiye","41.060687, 28.986204999999998"
1724,Mng Kargo - Gedikpaşa Şubesi,İstanbul,MNG Kargo,"Mimar Hayrettin, Mutrip Sk No:5B, 34126 Fatih/İstanbul, Türkiye","41.0070005, 28.967849100000002"
1725,Mng Kargo - Kurtuluş Şubesi,İstanbul,MNG Kargo,"Feriköy, Kurtuluş Cd. No:138A, 34377 Şişli/İstanbul, Türkiye","41.048606, 28.980872599999998"
1726,Mng Kargo - Kocasinan Şubesi,İstanbul,MNG Kargo,"Kocasinan Merkez, Osman Gazi Sk. No:21A, 34188 Bahçelievler/İstanbul, Türkiye","41.0199669, 28.8454339"
1727,MNG Kargo,İstanbul,MNG Kargo,"Barbaros Hayrettinpaşa, 1103. Sk. No:4A, 34250 Gaziosmanpaşa/İstanbul, Türkiye","41.07544800000001, 28.883121599999996"
1728,MNG Kargo,İstanbul,MNG Kargo,"Fevzi Çakmak Mh, Yıldırım Beyazıt Cd. No:167A, 34197 Bahçelievler/İstanbul, Türkiye","41.0088441, 28.831837500000002"
1729,MNG Kargo,İstanbul,MNG Kargo,"Maslak, Dereboyu 2 Cd No:15, 34485 Sarıyer/İstanbul, Türkiye","41.111872399999996, 29.0204366"
1730,Mng Kargo - Evren Şubesi,İstanbul,MNG Kargo,"Evren, Cami Yolu Cd No:34A, 34212 Bağcılar/İstanbul, Türkiye","41.0350417, 28.817333499999997"
1731,Mng Kargo - Çekmeköy Şubesi,İstanbul,MNG Kargo,"Mehmet Akif, Çimen Sk. No:4A, 34782 Çekmeköy/İstanbul, Türkiye","41.0158062, 29.189585100000002"
1732,Mng Kargo - Rami Şubesi,İstanbul,MNG Kargo,"Rami Yeni, Rami Kışla Cd. No:100E, 34055 Eyüpsultan/İstanbul, Türkiye","41.049470899999996, 28.912696"
1733,Mng Kargo - Yenikapı Şubesi,İstanbul,MNG Kargo,"Aksaray, Asım Bey Sk. No:18A, 34096 Fatih/İstanbul, Türkiye","41.007994, 28.948825299999996"
1734,Mng Kargo - Feshane Şubesi,İstanbul,MNG Kargo,"Topçular, Eyüp Sultan Blv No:67C, 34055 Eyüpsultan/İstanbul, Türkiye","41.039829, 28.9267"
1735,Mng Kargo - Çeliktepe Şubesi,İstanbul,MNG Kargo,"Çeliktepe, Yeniyol Sk. No:6A, 34413 Kâğıthane/İstanbul, Türkiye","41.0819368, 28.995741"
1736,MNG Cargo Gungoren Branch,İstanbul,MNG Kargo,"Sanayi, Malazgirt Cd. No:11A, 34165 Güngören/İstanbul, Türkiye","41.017230999999995, 28.87803"
1737,Mng Kargo - Haliç Minihub Şubesi,İstanbul,MNG Kargo,"Seyrantepe, Altınay Cad. No:7, 34418 Kâğıthane/İstanbul, Türkiye","41.0946328, 28.988007099999997"
1738,Mng Kargo - Güneşli Şubesi,İstanbul,MNG Kargo,"Yenimahalle, Dökümcüler Cd. No:55B, 34212 Bağcılar/İstanbul, Türkiye","41.0390748, 28.836598300000002"
1739,Mng Kargo - Mecidiyeköy Şubesi,İstanbul,MNG Kargo,"Mecidiyeköy, Şht. Er Cihan Namlı Cd No:21D, 34381 Şişli/İstanbul, Türkiye","41.0696629, 28.9973797"
1740,Mng Kargo - Üçyol Şubesi,İzmir,MNG Kargo,"Bahçelievler, 502/2. Sk No:17B, 35150 Karabağlar/İzmir, Türkiye","38.4031704, 27.1229041"
1741,Mng Kargo Tinaztepe Branch,İzmir,MNG Kargo,"Kuruçeşme, Doğuş Cd. No:216B, 35390 Buca/İzmir, Türkiye","38.3692457, 27.195757699999998"
1742,Mng Kargo - Üçkuyular Şubesi,İzmir,MNG Kargo,"Fahrettin Altay, Mehmetçik Blv. No:30A, 35140 Karabağlar/İzmir, Türkiye","38.395392300000005, 27.0693843"
1743,MNG Kargo,İzmir,MNG Kargo,"Evka 3, 129/2. Sk. No:1F, 35050 Bornova/İzmir, Türkiye","38.4599347, 27.2524002"
1744,MNG Kargo,İzmir,MNG Kargo,"Yunus Emre, 7402/3. Sk No:30A, 35060 Bornova/İzmir, Türkiye","38.43909, 27.231131599999998"
1745,Mng Kargo - Atasanayi Şubesi,İzmir,MNG Kargo,"Atatürk OSB Mh, 10027. Sk. No:14, 35620 Çiğli/İzmir, Türkiye","38.4979373, 27.043245799999998"
1746,Mng Kargo - Yenigün Şubesi,İzmir,MNG Kargo,"Çamlıkule, 222/50. Sk. No:14A, 35390 Buca/İzmir, Türkiye","38.3728955, 27.1647534"
1747,Mng Kargo - Karabağlar Şubesi,İzmir,MNG Kargo,"Aşık Veysel, 5733. Sk. No:183, 35110 Karabağlar/İzmir, Türkiye","38.37797, 27.135382999999997"
1748,MNG Kargo,İzmir,MNG Kargo,"Yalı, 6470/1. Sk. No:34, 35550 Karşıyaka/İzmir, Türkiye","38.470948, 27.087351"
1749,Mng Kargo - Point,İzmir,MNG Kargo,"Basın Sitesi, 170. Sk. No:18, 35150 Karabağlar/İzmir, Türkiye","38.399256, 27.098720999999998"
1750,Mng Kargo - Alsancak Şubesi,İzmir,MNG Kargo,"Alsancak, 1476/1. Sk. No:7C, 35220 Konak/İzmir, Türkiye","38.441455999999995, 27.143689"
1751,Mng Kargo - Pınarbaşı Şubesi,İzmir,MNG Kargo,"Ümit, 7305. Sk. No:19A, 35060 Bornova/İzmir, Türkiye","38.4425197, 27.257947299999998"
1752,Mng Kargo - İzmir Bölge Müdürlüğü,İzmir,MNG Kargo,"Yunus Emre, 7402/3. Sk No:30A, 35060 Bornova/İzmir, Türkiye","38.439087, 27.231423"
1753,MNG Kargo,İzmir,MNG Kargo,"Ataşehir, 8220. Sk. No:13B, 35620 Çiğli/İzmir, Türkiye","38.492256999999995, 27.055487"
1754,Mng Kargo - İnci Şubesi,İzmir,MNG Kargo,"Osmangazi, İbrahim Etem Cd. No:91, 35535 Bayraklı/İzmir, Türkiye","38.4720215, 27.192198299999998"
1755,Mng Kargo İzmir Merkez,İzmir,MNG Kargo,"Kemalpaşa, 7416/1. Sk. No:5/A, 35060 Bornova/İzmir, Türkiye","38.439799, 27.271236"
1756,Mng Kargo - Basmane Şubesi,İzmir,MNG Kargo,"İsmet Kaptan, 1364. Sk. No:2 D:1A, 35210 Konak/İzmir, Türkiye","38.4227499, 27.1405322"
1757,Mng Kargo - Sarnıç Şubesi,İzmir,MNG Kargo,"Fatih, Sanayi Cd. No:4A, 35410 Gaziemir/İzmir, Türkiye","38.302772499999996, 27.1656463"
1758,Mng Kargo - Gaziemir Şubesi,İzmir,MNG Kargo,"Gazi, 28/14. Sk. No:10A, 35410 Gaziemir/İzmir, Türkiye","38.3291217, 27.1325836"
1759,Mng Kargo - Halimağa Şubesi,İzmir,MNG Kargo,"Yenişehir, 1145/7. Sk. No:2C, 35170 Konak/İzmir, Türkiye","38.425474699999995, 27.166747899999997"
1760,Mng Kargo - Avşar Şubesi,Kahramanmaraş,MNG Kargo,"Şehit Abdullah Çavuş, Süleyman Çelebi Cd No:12A, 46050 Onikişubat/Kahramanmaraş, Türkiye","37.5801778, 36.883491299999996"
1761,Mng Kargo - Sütçü İmam Şubesi,Kahramanmaraş,MNG Kargo,"Kanuni, Göllülü Yusuf Çavuş Cd. No:112/A, 46080 Dulkadiroğlu/Kahramanmaraş, Türkiye","37.574731299999996, 36.9690807"
1762,Mng Kargo - Markas Şubesi,Kahramanmaraş,MNG Kargo,"Yamaçtepe, 93001 Sok No:40/B, 46040 Onikişubat/Kahramanmaraş, Türkiye","37.5939668, 36.8483385"
1763,Mng Kargo - Zübeyde Hanım Şubesi,Kahramanmaraş,MNG Kargo,"Yeni Şehir, 74014. Sk. No:19A, 46100 Dulkadiroğlu/Kahramanmaraş, Türkiye","37.5743067, 36.9305725"
1764,Mng Kargo - Saçaklızade Şubesi,Kahramanmaraş,MNG Kargo,"Saçaklızade, 56016/1. Sk. No:1A, 46050 Onikişubat/Kahramanmaraş, Türkiye","37.596101, 36.902932199999995"
1765,MNG Kargo,Karabük,MNG Kargo,"Kartaltepe, Atakan Sk. No:6A, 78030 Merkez/Karabük, Türkiye","41.197299900000004, 32.6170469"
1766,Mng Kargo - 100. Yıl Şubesi,Karabük,MNG Kargo,"100. Yıl, 1002. Cd. No:84 D:86B, 78050 Merkez/Karabük, Türkiye","41.2230286, 32.6630052"
1767,MNG Kargo,Karaman,MNG Kargo,"Zembilli Ali Efendi, Mara Yolu No:38-40A, 70200 Karaman Merkez/Karaman, Türkiye","37.1776194, 33.2308242"
1768,MNG Kargo,Karaman,MNG Kargo,"Alişahane, 197. Sk. No:4A, 70100 Karaman Merkez/Karaman, Türkiye","37.1837859, 33.2096213"
1769,Mng Kargo Karsan Şubesi,Karaman,MNG Kargo,"Yenimahalle, Mara Yolu No:12/B, 70200 Karaman Merkez/Karaman, Türkiye","37.177363899999996, 33.2277622"
1770,Mng Kargo - Kars Şubesi,Kars,MNG Kargo,"İstasyon, Kurban Ali Çelik Cd. No:35A, 36100 Kars Merkez/Kars, Türkiye","40.610379099999996, 43.10343350000001"
1771,MNG Kargo,Kastamonu,MNG Kargo,"Aktekke, Seheryeli Sk. No:7A, 37200 Kastamonu Merkez/Kastamonu, Türkiye","41.38469, 33.781431999999995"
1772,Mng Kargo - Kuzeykent Şubesi,Kastamonu,MNG Kargo,"Candaroğulları Mh, Miralay, Miralay Halitbey Cd. No:57B, 37150 Kastamonu Merkez/Kastamonu, Türkiye","41.4167608, 33.778342099999996"
1773,Mng Kargo - Kayseri Merkez Şubesi,Kayseri,MNG Kargo,"Kayseri OSB, Mh. 12. Cd No:29B, 38170 Melikgazi/Kayseri, Türkiye","38.726796, 35.3663622"
1774,Mng Kargo - Millet Şubesi,Kayseri,MNG Kargo,"Esenyurt, Hürriyet Cd. No:12A, 38140 Melikgazi/Kayseri, Türkiye","38.7072728, 35.493631199999996"
1775,MNG Kargo,Kayseri,MNG Kargo,"Osman Kavuncu, Osman Kavuncu Blv. No:205C, 38130 Melikgazi/Kayseri, Türkiye","38.7308431, 35.4430737"
1776,Mng Kargo - Düvenönü Şubesi,Kayseri,MNG Kargo,"Sanayi, 6018.Sok No:38, 38010 Kocasinan/Kayseri, Türkiye","38.7253967, 35.4745883"
1777,Mng Kargo - Erciyes Şubesi,Kayseri,MNG Kargo,"Sahabiye, Dalaman Sk. No:3, 38015 Kocasinan/Kayseri, Türkiye","38.729974, 35.493906"
1778,Mng Kargo - Alpaslan Şubesi,Kayseri,MNG Kargo,"Uğurevler, 19. Cd. No:89B, 38020 Melikgazi/Kayseri, Türkiye","38.738757899999996, 35.526513099999995"
1779,Mng Kargo - Organize Şubesi,Kayseri,MNG Kargo,"Kayseri OSB, Mh. 12. Cd No:29B, 38170 Melikgazi/Kayseri, Türkiye","38.7255101, 35.3667783"
1780,Mng Kargo - Vatan Şubesi,Kayseri,MNG Kargo,"Tacettin Veli, Ortaokul Sk. No:12A, 38150 Melikgazi/Kayseri, Türkiye","38.7169908, 35.4872959"
1781,MNG Kargo argıncık,Kayseri,MNG Kargo,"Alsancak, Yavuz Sultan Selim Cd. No:34C, 38030 Kocasinan/Kayseri, Türkiye","38.740437, 35.509184999999995"
1782,MNG Kargo Talas,Kayseri,MNG Kargo,"Yenidoğan, Defne Sk. No:12A, 38280 Talas/Kayseri, Türkiye","38.6956881, 35.5462115"
1783,MNG Kargo,Kayseri,MNG Kargo,"Anbar, 19. Cd. No:10, 38170 Melikgazi/Kayseri, Türkiye","38.754309, 35.367336"
1784,Mng Kargo - İldem Şubesi,Kayseri,MNG Kargo,"Gesi Fatih, Günsazak Cd. No:33D, 38180 Melikgazi/Kayseri, Türkiye","38.7894716, 35.596446799999995"
1785,Mng Kargo - Dağyolu Şubesi,Kayseri,MNG Kargo,"Eğribucak Mh. Fatih Sultan Mehmet Blv. No:252K, İnecik, 38120 Melikgazi/Kayseri, Türkiye","38.695924999999995, 35.387063999999995"
1786,MNG Kargo,Kilis,MNG Kargo,"İslambey, Şht. Sakıp Cd. No:6, 79090 Kilis Merkez/Kilis, Türkiye","36.715903399999995, 37.1208228"
1787,Mng Kargo - Gürler Şubesi,Kırıkkale,MNG Kargo,"Etiler Mah. Alpaslan Türkeş Blv. No: 285/A-B, Etiler, 71200 MERKEZ/Kırıkkale Merkez/Kırıkkale, Türkiye","39.8472177, 33.5161294"
1788,MNG Kargo,Kırklareli,MNG Kargo,"Karakaş, Edirne Cd. No:11A, 39010 Kırklareli Merkez/Kırklareli, Türkiye","41.723097599999996, 27.2113339"
